TMA.core,Area.µm.2_Max,Area.µm.2_Min,Area.µm.2_Mean,Area.µm.2_CoV,Length.µm_Max,Length.µm_Min,Length.µm_Mean,Length.µm_CoV,Circularity_Max,Circularity_Min,Circularity_Mean,Circularity_CoV,Solidity_Max,Solidity_Min,Solidity_Mean,Solidity_CoV,Max.diameter.µm_Max,Max.diameter.µm_Min,Max.diameter.µm_Mean,Max.diameter.µm_CoV,Min.diameter.µm_Max,Min.diameter.µm_Min,Min.diameter.µm_Mean,Min.diameter.µm_CoV,chullLength_Max,chullLength_Min,chullLength_Mean,chullLength_CoV,chullArea_Max,chullArea_Min,chullArea_Mean,chullArea_CoV,elongation_Max,elongation_Min,elongation_Mean,elongation_CoV,FD_Max,FD_Min,FD_Mean,FD_CoV,convexity_Max,convexity_Min,convexity_Mean,convexity_CoV,curvMeanStat,curvMinStat,curvMaxStat,curvStdStat,n_protrusion_Max,n_protrusion_Min,n_protrusion_Mean,n_protrusion_CoV,n_indentation_Max,n_indentation_Min,n_indentation_Mean,n_indentation_CoV,MOI_Max,MOI_Min,MOI_Mean,MOI_CoV
D-9,81.8033,3.2478,15.94047168,0.518363304,36.6372,7.8428,14.85431575,0.231979924,0.9772,0.2981,0.866120311,0.099436893,1,0.5913,0.988773003,0.046173224,15.8096,2.8249,5.522881167,0.262447808,9.7828,1.9026,3.757863661,0.22344148,80.64842456,16.80872576,32.58587573,0.232062227,401.78805,18.14205,78.09224616,0.512526172,3.330333435,0.42740073,1.333863315,0.289571437,1.073420694,1.073420694,1.073420694,0,2.203144621,1.706362499,2.194090451,0.017472911,0.234743961,-0.172096274,1.6016779,0.265069134,4,0,0.151264713,3.094431033,0,0,0,0,-2698027125,-68447056018,-13085747523,-0.515814056
A-3,341.0914,5.3443,43.41384828,0.606204494,90.3688,9.8851,24.75417106,0.298248184,0.9827,0.1933,0.830143252,0.141646718,1,0.5547,0.980057953,0.062444517,23.9469,3.4884,9.555265994,0.319725785,20.7647,2.2144,5.645772264,0.302075044,152.8293184,21.21504811,54.09141439,0.295033939,1810.2715,29.34885,214.3511637,0.600993806,4.112364532,0.414634032,1.634595393,0.311730677,1.073420694,1.073420694,1.073420694,0,2.203249795,1.578123789,2.186898128,0.027134292,0.163394043,-0.339474896,1.766474922,0.267731198,4,0,0.205809423,2.749173996,0,0,0,0,-12083602189,-8.10278E+11,-99538448649,-0.608242514
G-4,254.7666,4.2251,29.23428616,0.773387293,62.9797,8.4739,20.12836645,0.338648005,0.9834,0.194,0.8269,0.140237638,1,0.5642,0.979880006,0.059571413,25.3643,2.9925,7.725515932,0.360869115,15.6208,1.9797,4.669976373,0.347703866,138.4390818,18.35110934,43.99212143,0.336613993,1254.6143,21.1884,144.7289391,0.767068827,4.028346087,0.32476805,1.577362926,0.340635013,1.073420694,1.073420694,1.073420694,0,2.203115541,1.603884497,2.18769342,0.024767251,0.197987562,-0.498845572,2.027213942,0.32069192,4,0,0.233695652,2.494864201,0,0,0,0,-4405275092,-2.72036E+11,-31540149168,-0.776515017
H-6,124.167,4.5475,25.38994984,0.436090845,40.8529,8.5304,18.71981317,0.2095632,0.985,0.2506,0.872708203,0.100185598,1,0.5697,0.988872121,0.045763549,16.4913,2.9902,6.985779044,0.226361891,10.7886,2.1019,4.69971079,0.22889519,89.98161351,18.78622197,41.07434831,0.209651525,602.3814,24.84045,124.3373735,0.430357817,3.581418691,0.449541284,1.386640669,0.277040066,1.073420694,1.073420694,1.073420694,0,2.203041664,1.624109774,2.194423552,0.017259159,0.192542794,-0.147920752,1.45082336,0.23266545,4,0,0.13819889,3.239090355,0,0,0,0,-3356557151,-92684324501,-18193276887,-0.43524577
E-11,310.6548,5.2322,30.25839331,0.617528727,65.5158,9.2668,20.69539806,0.285557842,0.9809,0.2242,0.837487028,0.137637311,1,0.5434,0.982516125,0.056514099,26.0978,3.1989,7.92963569,0.311076876,16.5251,2.0071,4.832723101,0.284824616,144.2714386,20.41124385,45.26391579,0.281134896,1512.1128,28.97645,149.439793,0.616988283,3.642962248,0.43120955,1.572955789,0.331215717,1.073420694,1.073420694,1.073420694,0,2.203056362,1.626915924,2.189494907,0.023742072,0.187493883,-0.289796068,1.810495772,0.276120812,4,0,0.198279981,2.779836292,1,0,0.000238892,64.69930448,-2223811283,-1.42233E+11,-14131173863,-0.607330785
C-13,318.2558,3.5605,19.40610327,0.651036518,74.5378,7.6871,16.78011277,0.273342298,0.9753,0.2564,0.821153686,0.137410049,1,0.5742,0.980606711,0.058510152,31.4096,2.9965,6.483084938,0.309893994,16.523,1.8072,3.860731989,0.258036898,163.8436897,16.92938912,36.68997333,0.272656013,1594.7017,17.265,95.86527395,0.645043357,4.1688183,0.371679226,1.58390726,0.337178823,1.073420694,1.073420694,1.073420694,0,2.203282761,1.631520087,2.187560401,0.023701688,0.228663943,-0.354995926,2.280711201,0.348070835,4,0,0.253535961,2.37521381,0,0,0,0,-1059212762,-1.08836E+11,-5984885623,-0.65748735
L-10,189.1162,3.3128,18.56989579,0.646039318,54.554,7.9225,16.26483917,0.290284061,0.9765,0.2212,0.831086324,0.128314298,1,0.5305,0.985591638,0.050891382,21.6944,2.8076,6.257651858,0.32054602,11.8247,1.9477,3.792233769,0.276308318,119.909244,17.41213696,35.61077584,0.286193651,937.8065,19.85225,91.4764571,0.648232454,3.929336009,0.427606022,1.550498419,0.339596417,1.073420694,1.073420694,1.073420694,0,2.202792902,1.503597245,2.191421674,0.022484169,0.229347194,-0.303184486,1.806420758,0.301586381,4,0,0.193960511,2.759638967,0,0,0,0,-256743853.1,-12912213690,-1373920824,-0.660498511
C-1,139.6577,4.5103,21.95015008,0.480525372,51.9014,8.1988,17.70628169,0.223165048,0.9743,0.2646,0.842205438,0.125601044,1,0.5892,0.980677198,0.058565077,18.0522,2.9528,6.72200843,0.252462858,13.7223,2.1383,4.253630729,0.223641486,106.5054812,18.06018005,38.74537648,0.224014558,815.8923,21.99825,108.1654972,0.472115488,3.588627345,0.478932542,1.481723053,0.29555503,1.073420694,1.073420694,1.073420694,0,2.203452111,1.660383195,2.188313425,0.022426988,0.212294907,-0.310562539,2.131582522,0.32111462,5,0,0.226873831,2.511945049,1,0,0.000287728,58.94913,-9760158728,-2.98856E+11,-47795471480,-0.481431074
L-9,3849.9443,3.8196,25.89848728,2.509753279,240.1052,8.6545,18.4106125,0.337065418,0.9825,0.2657,0.866339544,0.104473766,1,0.5769,0.991034075,0.040702694,86.8684,3.0733,6.935274801,0.348548061,70.3966,2.1606,4.534246221,0.371436015,527.6434483,19.06169145,40.42299204,0.336830282,19014.4996,22.32155,126.7284342,2.531533396,3.71229429,0.472868424,1.446625714,0.307606338,1.073420694,1.073420694,1.073420694,0,2.203006959,1.685918981,2.196129271,0.016104755,0.199105131,-0.122403984,1.360764376,0.223977639,4,0,0.120912339,3.503383089,0,0,0,0,-343904655.6,-2.41064E+11,-2131971904,-1.938846613
L-3,285.3032,3.3392,24.20982748,0.670421733,96.7105,7.5351,18.22393548,0.306299068,0.9838,0.2564,0.843073593,0.12054686,1,0.5357,0.988725684,0.042733755,27.7961,2.7329,6.986336044,0.32213374,18.5082,1.5184,4.305615481,0.323812497,159.4374514,16.59414074,39.98266947,0.303514002,1728.2228,16.1914,118.7516282,0.685702791,4.098758643,0.411819111,1.555751052,0.329171241,1.073420694,1.073420694,1.073420694,0,2.203441035,1.635298863,2.194619977,0.017599407,0.208254654,-0.265831521,1.601934932,0.266696314,4,0,0.153244722,3.147305362,0,0,0,0,-799317311.9,-63762241637,-5799247118,-0.685377295
J-4,216.9408,3.9472,37.93379683,0.586994735,52.936,8.0218,22.38365308,0.277628213,0.9855,0.2739,0.874123321,0.10478916,1,0.5777,0.992138099,0.034376955,19.2138,3.0347,8.3712835,0.274090365,15.9344,1.6625,5.584202308,0.336789429,116.5979749,17.67199624,49.18417174,0.277731026,1052.50555,19.15885,185.2337997,0.584148709,3.939278263,0.413896542,1.465165087,0.312396839,1.073420694,1.073420694,1.073420694,0,2.203075275,1.759421524,2.197411077,0.013886624,0.167188165,-0.152136576,1.150916917,0.192304517,3,0,0.104374785,3.668101957,0,0,0,0,-2128847680,-1.28477E+11,-21085107574,-0.580569662
I-12,317.0572,4.8828,27.74910392,0.578766822,65.5772,8.9411,19.46848857,0.252814152,0.985,0.2045,0.862951054,0.104743021,1,0.5374,0.991128592,0.037014966,24.3795,3.1967,7.360251839,0.264241251,16.9952,2.2062,4.753589725,0.287380355,144.439904,19.69324349,42.76744318,0.252728617,1538.1913,25.5617,135.5963897,0.576674435,3.297710108,0.433846621,1.488648833,0.303703095,1.073420694,1.073420694,1.073420694,0,2.20280555,1.542172665,2.196791922,0.014533212,0.189387966,-0.255094756,1.422966908,0.238888151,3,0,0.131191761,3.244816741,1,0,0.000245218,63.85922016,-829090340.1,-64209878611,-4982041197,-0.593643347
L-6,448.1159,3.8316,27.55945987,0.579414163,85.8858,8.325,19.1466307,0.259074235,0.9825,0.2683,0.891005201,0.108794614,1,0.5563,0.993578844,0.03289566,35.2558,2.921,6.988025075,0.28200401,16.6782,1.7028,4.985244673,0.282405897,186.9280528,18.20852148,42.07011847,0.256463026,2211.57465,20.5584,134.6059769,0.588352467,4.164930499,0.408545746,1.337908869,0.378311776,1.073420694,1.073420694,1.073420694,0,2.202929591,1.628123424,2.198109972,0.013380704,0.18336914,-0.161128617,1.089076817,0.18907522,4,0,0.082663317,4.355544549,0,0,0,0,-554081671.2,-60194863297,-3895733246,-0.59127549
K-13,6540.7314,5.3352,31.3894839,3.999355821,381.4592,8.6886,20.16508529,0.454018052,0.9847,0.2181,0.845511124,0.1305297,1,0.5672,0.985156302,0.051848538,171.4976,2.9672,7.679690925,0.508421774,51.2147,2.2503,4.794136017,0.369612299,834.5796635,19.13749381,44.14593138,0.450052742,33551.39695,25.88305,155.5456446,4.192355303,3.708398377,0.311297205,1.538816834,0.338300717,1.073420694,1.025313037,1.073117199,0.002650956,2.202716037,1.613832818,2.191482124,0.022158981,0.189840028,-0.251393501,1.697828547,0.262911928,4,0,0.173257468,2.939559177,0,0,0,0,-232648658.2,-4.47426E+11,-1741031812,-4.882708244
F-3,1519.5966,4.6297,32.338539,0.79303248,148.2061,9.2825,20.9283055,0.229861174,0.9821,0.3291,0.883139064,0.091679471,1,0.5806,0.992658048,0.035828836,51.9363,3.3438,7.822933785,0.243590975,44.427,1.9585,5.240461275,0.257432248,324.7883471,20.44750203,45.9830445,0.229329966,7583.3266,22.4609,157.9094598,0.803717562,3.509224336,0.416149825,1.414667691,0.288125331,1.073420694,1.073420694,1.073420694,0,2.203230858,1.330157071,2.197408152,0.014389754,0.169995986,-0.139194675,1.134189336,0.189719453,4,0,0.092828685,4.013702194,0,0,0,0,-5992570566,-2.17961E+12,-43743937214,-0.826948825
C-9,304.9034,5.0032,33.05020539,0.674866621,63.7122,9.1338,20.78688254,0.298850597,0.9857,0.3288,0.882536804,0.091739555,1,0.6106,0.99333518,0.034672719,24.61,3.1539,7.764420302,0.312119955,17.7334,2.1488,5.209052262,0.313627603,140.3325907,20.11677237,45.67555318,0.298180382,1479.19335,27.38435,161.3252119,0.674278958,3.129456731,0.420396597,1.406762675,0.291052666,1.073420694,1.073420694,1.073420694,0,2.20346531,1.731924879,2.197750568,0.014185778,0.175669392,-0.130116424,1.103842056,0.187454757,4,0,0.091647332,3.929456221,0,0,0,0,-4460885943,-2.85129E+11,-30230424212,-0.67442664
K-4,155.3808,4.4689,24.38323331,0.542512719,46.4914,9.1672,18.72449284,0.253301121,0.9796,0.2504,0.829050953,0.126303247,1,0.6032,0.98948854,0.041244218,17.5015,3.2008,7.291995984,0.276136357,12.0702,1.6986,4.269719087,0.284354169,102.3835796,20.19033955,41.09570323,0.252376195,756.79725,25.0143,119.4994565,0.540511716,3.981488862,0.308272208,1.664120485,0.339152427,1.073420694,1.073420694,1.073420694,0,2.203165414,1.755353753,2.195388832,0.017088021,0.203191218,-0.223489148,1.58441046,0.26269857,4,0,0.156795132,2.965687161,0,0,0,0,-1675787559,-59760424434,-9289581608,-0.553736812
F-13,288.0215,4.0523,25.98739966,0.672180825,61.5476,9.0062,19.22669112,0.281836326,0.9766,0.2553,0.831246032,0.136275977,1,0.5452,0.983197115,0.053975191,25.8481,3.2699,7.407034423,0.309076645,17.1511,2.0638,4.454240194,0.286832133,135.5643667,19.1563466,42.07970114,0.280327691,1397.3202,23.06215,128.1636721,0.668511613,4.106302324,0.373239484,1.594701429,0.336493936,1.073420694,1.073420694,1.073420694,0,2.202946653,1.676329177,2.189876722,0.022273191,0.200388884,-0.327364774,1.904176366,0.296550775,4,0,0.212128043,2.663132543,0,0,0,0,-874768584.2,-63937746864,-4991767890,-0.689489457
E-12,239.1044,5.4696,31.86027962,0.560757885,60.8597,9.1814,20.97443564,0.262835734,0.9776,0.186,0.858331687,0.116157532,1,0.4725,0.987073994,0.050265594,23.6264,3.3331,7.940525071,0.282365333,17.2082,2.1737,5.073867802,0.27552882,129.9413414,20.22121541,45.96361081,0.260752974,1160.05085,28.0721,156.4701029,0.560191876,3.517719997,0.383990863,1.488612628,0.304032112,1.073420694,1.073420694,1.073420694,0,2.202925314,1.360337213,2.192669207,0.021453162,0.17988581,-0.186583052,1.472994126,0.233674992,4,0,0.149082569,3.12375472,0,0,0,0,-1821363542,-86501882443,-10959094426,-0.563107615
K-1,546.6251,3.3191,19.61709402,0.82205854,136.1593,8.1651,16.43304079,0.276061053,0.9791,0.2448,0.861301033,0.106063182,1,0.5578,0.990508478,0.04147314,37.6304,2.8233,6.178067989,0.282330709,26.0004,1.94,4.053815326,0.2757232,218.9011642,17.6191147,36.05457817,0.260963321,3432.7858,20.03925,96.25148576,0.902235051,3.777708168,0.43540354,1.426876016,0.314903289,1.073420694,1.073420694,1.073420694,0,2.203320076,1.607684265,2.195725538,0.016730124,0.217160906,-0.249827454,1.562062639,0.261757083,4,0,0.136956522,3.241257824,0,0,0,0,-1524570157,-3.2228E+11,-10264997917,-0.904193617
H-9,156.8365,5.0359,26.1740148,0.506588023,48.5961,8.8905,18.85575091,0.246324565,0.9834,0.2803,0.871764494,0.097047514,1,0.582,0.992699763,0.034877855,18.5321,3.0998,7.098058069,0.263444714,11.3641,2.1617,4.657869697,0.266420429,106.9825362,19.58053181,41.4326144,0.246268749,765.60095,25.5178,127.7483958,0.50483347,3.511218874,0.386670059,1.44696349,0.298789988,1.494764692,0.953445298,1.072738795,0.015081722,2.203088276,1.624582458,2.197402551,0.014160868,0.191643134,-0.121,1.228617469,0.209276248,3,0,0.104052574,3.760767999,0,0,0,0,-2470885805,-74949527853,-12100946608,-0.506423513
K-7,231.733,3.5205,18.95005563,0.668588847,62.8916,8.2755,16.16189647,0.287833404,0.9736,0.2246,0.854513186,0.11317894,1,0.5226,0.98811731,0.047575172,23.367,2.9042,6.103108144,0.317311963,14.5671,1.4186,3.950072559,0.273449528,125.0588097,18.22812368,35.42008368,0.284541755,1124.2132,17.08005,93.04629275,0.669939513,3.488772357,0.422185415,1.426712825,0.320800233,1.073420694,1.073420694,1.073420694,0,2.203025166,1.557391761,2.192972572,0.020010735,0.224991157,-0.202483995,1.694622599,0.273721461,4,0,0.161957271,3.055428451,0,0,0,0,-725653089.7,-57662595362,-4557902224,-0.716103031
D-2,268.1658,5.3356,35.04518436,0.486226855,63.454,8.9141,21.75288131,0.236703275,0.9845,0.2091,0.881857981,0.102246925,1,0.4805,0.990180162,0.042974051,24.4418,3.1285,8.09039172,0.250632656,15.5628,2.1423,5.477053312,0.258862409,139.3232633,19.62335098,47.75439731,0.235881696,1334.6762,25.8559,171.4513223,0.483660711,3.700677139,0.467796879,1.400500228,0.287612612,1.073420694,1.073420694,1.073420694,0,2.203259415,1.5760121,2.195749945,0.016439822,0.16617101,-0.219678708,1.225618317,0.201996768,4,0,0.115926709,3.620535411,0,0,0,0,-9949460816,-5.07185E+11,-64150745634,-0.486251497
A-1,163.304,4.2119,16.70661148,0.505497562,47.9672,8.4449,15.31761105,0.224437626,0.9679,0.2866,0.858048272,0.101798616,1,0.6104,0.989359646,0.044980888,18.7637,2.9967,5.792818087,0.25496181,12.4502,1.9422,3.755104461,0.21861297,105.6520458,18.59896574,33.62229234,0.224692558,794.3932,21.74885,81.78669481,0.501105641,3.534056172,0.447718387,1.429553124,0.296304654,1.073420694,1.073420694,1.073420694,0,2.203670022,1.696856318,2.195131023,0.016244659,0.231135265,-0.158300105,1.54605814,0.261573467,4,0,0.140675241,3.26810553,0,0,0,0,-11041606641,-4.4571E+11,-43901221841,-0.512672401
C-12,293.0993,4.837,22.35090058,0.641723646,65.3064,8.5171,17.91722459,0.283857567,0.9767,0.1963,0.829645136,0.130429346,1,0.5146,0.9883693,0.044777229,25.3825,3.1243,6.964027198,0.312156974,15.2517,1.9506,4.083475603,0.281160787,143.7717658,18.75427223,39.27505316,0.278841846,1430.2472,23.4526,109.9068309,0.644523381,3.925193506,0.389258113,1.636452887,0.354006274,1.073420694,1.073420694,1.073420694,0,2.203108471,1.47831126,2.194180093,0.02005638,0.212750256,-0.237872893,1.846678197,0.289365433,3,0,0.160700389,2.968532737,0,0,0,0,-2122756337,-1.47313E+11,-10159682820,-0.657576971
F-9,160.7222,3.5268,20.42483014,0.633797399,51.9449,7.3179,16.72517823,0.281506705,0.9827,0.231,0.849062677,0.115445461,1,0.5503,0.986010151,0.049273965,21.985,2.6696,6.315698065,0.29947177,13.2014,1.6557,4.084640232,0.297642856,114.3883509,16.11881929,36.65973692,0.282359384,787.68605,17.1119,100.2221319,0.627271735,3.260547876,0.44657149,1.443955902,0.307613234,1.073420694,1.073420694,1.073420694,0,2.203182582,1.561782407,2.191898209,0.019874839,0.224035337,-0.285343617,1.92775537,0.305497963,4,0,0.197103129,2.731783362,0,0,0,0,-2278623832,-1.07091E+11,-13178299096,-0.62835113
H-10,179.2185,4.6637,31.92354404,0.47170292,53.2646,9.3626,20.69208547,0.226271355,0.985,0.2253,0.893172694,0.080107364,1,0.5379,0.995721531,0.026994656,21.7064,3.3587,7.702435959,0.244323574,14.7352,2.2226,5.236904551,0.237751932,116.9874224,20.6233928,45.50634108,0.225142623,878.3948,29.2563,155.4779086,0.472230229,3.146476131,0.499784117,1.384956997,0.280537545,1.073420694,1.049767837,1.073266227,0.001775312,2.202889448,1.478360756,2.199548212,0.011433393,0.168109633,-0.092592255,0.881437179,0.159297902,3,0,0.061632653,4.935940544,0,0,0,0,-1817733591,-74575140362,-12161590489,-0.478353868
D-1,1162.2517,3.6,24.59648294,1.069793442,139.0691,7.4745,17.9357288,0.271861913,0.9845,0.4144,0.901308035,0.082354066,1,0.6626,0.996896937,0.020689605,57.7938,2.6859,6.512616985,0.304946766,26.525,1.9375,4.747907359,0.268266437,305.3962056,16.46233852,39.46524289,0.27069333,5750.4518,17.4585,119.8135463,1.091908148,3.500922952,0.52225662,1.284042005,0.328770267,1.073420694,1.073420694,1.073420694,0,2.203216543,1.8860548,2.20057028,0.008148319,0.189155825,-0.114996893,0.932203231,0.17128891,3,0,0.054494829,5.039555876,0,0,0,0,-7381930560,-2.26577E+12,-49649922037,-1.040809659
F-8,269.8061,4.635,27.13538812,0.69342495,68.2402,8.8641,19.60228077,0.301736886,0.9773,0.1959,0.828000919,0.140786155,1,0.535,0.983126566,0.053124086,29.9961,3.1583,7.578808524,0.33109138,14.1785,1.9238,4.485057331,0.303916535,150.1900136,19.52337787,42.91631104,0.300526328,1324.9784,25.751,133.7910707,0.689150541,4.081290892,0.376977841,1.631607229,0.348767996,1.073420694,1.073420694,1.073420694,0,2.203078433,1.592961892,2.190617945,0.02168243,0.199092406,-0.28717025,1.922251621,0.291814712,4,0,0.210238569,2.761624092,0,0,0,0,-3284538155,-2.1424E+11,-20135083226,-0.705034246
G-11,257.5223,6.5048,34.24049008,0.811074722,75.3633,9.5941,21.63976603,0.355768737,0.9821,0.1901,0.832016827,0.137691387,1,0.5674,0.985329487,0.051776504,25.247,3.4674,8.371130638,0.373390919,16.2964,2.2793,4.948192317,0.36899583,139.2985909,21.12848027,47.37113223,0.351362772,1266.87775,31.5605,168.7841079,0.810000839,4.101021391,0.37012095,1.63610055,0.357743372,1.073420694,1.073420694,1.073420694,0,2.203083684,1.58658312,2.191850861,0.02331907,0.182640315,-0.324965258,1.541638066,0.252311305,4,0,0.166718507,2.93328611,0,0,0,0,-2232201809,-98789999393,-11790433133,-0.807964134
F-2,1210.78,4.5793,23.50791578,1.024064244,280.6062,8.8071,18.03638134,0.341330971,0.9841,0.1932,0.844701252,0.122058635,1,0.5303,0.987232529,0.047460271,67.5607,3.0617,6.883926909,0.335994764,42.0948,1.7481,4.27711544,0.309704883,392.0615659,19.39438486,39.50171706,0.309412445,11077.7824,24.8597,116.1910931,1.423716458,4.69005026,0.332709148,1.521764946,0.328925981,1.073420694,1.073420694,1.073420694,0,2.203514908,1.397194951,2.192685275,0.02068289,0.208190293,-0.232381461,1.645669796,0.268426518,4,0,0.170128283,2.96552769,0,0,0,0,-6365447947,-1.88243E+12,-34364041145,-1.072073532
J-8,169.2117,3.3129,18.29676686,0.678511697,65.6173,7.833,15.86660637,0.270140306,0.9852,0.2251,0.85833943,0.124437899,1,0.5259,0.97928587,0.061867168,24.4215,2.9001,5.853976674,0.29978661,13.5514,1.9035,4.030283775,0.258438918,128.5705136,17.25441789,34.70028714,0.2690707,1028.1191,18.8839,90.38183627,0.672568255,3.775796709,0.457240726,1.317462216,0.304746686,1.073420694,1.073420694,1.073420694,0,2.20304195,1.530222489,2.187780947,0.02226149,0.230183475,-0.23538927,2.114107164,0.317191285,3,0,0.2217746,2.564611437,1,0,0.000100715,99.64436763,-1109595678,-66636824651,-6167236645,-0.694107624
J-12,165.2022,3.902,22.18712353,0.655853427,48.6118,7.8761,17.20169017,0.292809781,0.9854,0.223,0.866151099,0.109994562,1,0.5742,0.986001548,0.051366497,21.3426,2.8588,6.390760879,0.308453431,12.4995,1.969,4.33725884,0.301520966,106.8495574,17.3488031,37.69335072,0.292864875,801.47295,19.13405,108.8613994,0.649576675,4.44850099,0.424419181,1.358731979,0.282991547,1.261780978,0.953445298,1.072845914,0.006768123,2.202837239,1.614548284,2.191590417,0.020622865,0.214970881,-0.203373779,1.778173613,0.275696299,4,0,0.176044105,2.937483787,0,0,0,0,-439646466,-21867014493,-2868986909,-0.658127602
F-10,168.0042,3.2398,15.76259265,0.573150822,52.3202,7.7798,14.98286736,0.253446236,0.9811,0.2162,0.836376438,0.129020969,1,0.5791,0.980239322,0.060412758,19.2719,2.6935,5.642530192,0.277716365,14.0516,1.764,3.657668059,0.256452494,107.0357408,17.13648803,32.74899578,0.25160765,815.03625,18.9375,77.89443758,0.569897157,4.192649595,0.415886429,1.419982988,0.314118613,1.073420694,1.073420694,1.073420694,0,2.203141124,1.622420014,2.186941501,0.024303163,0.249877933,-0.244546491,2.453008217,0.3614434,5,0,0.259432234,2.383781016,0,0,0,0,-1682765140,-84699904358,-8128306326,-0.577417883
J-3,206.22,4.4953,26.98633974,0.673369573,58.0975,8.921,19.04946026,0.306341236,0.9853,0.167,0.850951766,0.124621763,1,0.4909,0.990373988,0.039300966,24.0527,3.163,7.239500662,0.314605809,12.2926,2.0156,4.584303863,0.358551296,127.6625994,19.64700043,41.83097261,0.306115798,1029.7272,25.1432,132.0125589,0.670020516,3.818589178,0.406918791,1.537705234,0.358352919,1.073420694,1.073420694,1.073420694,0,2.203490637,1.571680756,2.196434034,0.01629408,0.197155162,-0.261838005,1.361535668,0.237968043,4,0,0.139440765,3.155883882,0,0,0,0,-2948132939,-1.15911E+11,-17020950098,-0.679196224
I-11,326.7881,3.7462,19.78807757,0.608437986,64.9015,7.5796,16.67674036,0.268182169,0.979,0.2202,0.834040601,0.12633391,1,0.5572,0.985071226,0.050638483,22.1759,2.6597,6.384307728,0.286194681,19.1155,1.8829,3.949781274,0.295614877,142.9523154,16.69635104,36.5445967,0.269029509,1585.3921,18.457,97.18480066,0.600774803,3.86935921,0.383100923,1.53620991,0.324767286,1.263034406,0.943416472,1.072646281,0.007824969,2.20283821,1.613326317,2.191399576,0.020389067,0.228242247,-0.245445706,2.074224286,0.320228195,4,0,0.206971154,2.653728542,0,0,0,0,-877116259.3,-77793499371,-4754826818,-0.615251126
D-7,614.8498,4.1924,26.13545915,0.741521249,108.8153,8.6357,18.53476093,0.317971039,0.9843,0.2718,0.866346219,0.102597835,1,0.5479,0.99069347,0.04054916,47.1005,2.9989,6.967049656,0.333627082,17.2791,2.0752,4.581184135,0.334881619,237.8899041,19.00441194,40.7035113,0.318417985,3108.54395,24.17575,127.7373901,0.742707729,3.531612593,0.357513172,1.426221331,0.309320707,1.073420694,1.073420694,1.073420694,0,2.203096068,1.63009746,2.195882516,0.015861457,0.200518424,-0.177354182,1.409551802,0.234592776,4,0,0.131512301,3.325880226,0,0,0,0,-4746291566,-6.52493E+11,-29067886952,-0.727316891
K-8,185.3445,4.505,25.88936672,0.631347918,50.1629,8.6544,18.86871094,0.265750344,0.9861,0.2937,0.857401399,0.115171341,1,0.5905,0.988424697,0.04528709,20.0916,3.2512,7.123453265,0.276632014,14.1817,1.8972,4.602991115,0.300824088,110.4342187,19.06363332,41.37480282,0.263686286,899.1475,21.86095,127.0672393,0.629881484,3.692940724,0.444310611,1.477079139,0.323590645,1.073420694,1.073420694,1.073420694,0,2.202953542,1.694109242,2.193989262,0.018656103,0.194975155,-0.190326791,1.428095127,0.237971756,4,0,0.149720149,3.09055076,0,0,0,0,-1000372917,-43652715545,-5729607162,-0.643295205
J-10,239.4263,3.8177,21.16494702,0.523983078,57.3881,8.4122,17.10146288,0.237686067,0.9748,0.2084,0.870163599,0.105245055,1,0.5413,0.98960576,0.04370858,23.6361,2.9214,6.394944998,0.269661435,16.3313,1.9116,4.268707579,0.227149334,126.0346595,18.38111981,37.51806434,0.236137984,1161.56705,21.8751,103.7040846,0.524900887,3.953297387,0.351780872,1.384044707,0.310095482,1.073420694,1.073420694,1.073420694,0,2.202880334,1.642452509,2.194551714,0.017730261,0.207443853,-0.19393427,1.498112928,0.244880806,4,0,0.135773062,3.392870086,1,0,0.000108272,96.10411021,-785131303.2,-61227148925,-4817558312,-0.544349674
