TMA.core,Ki67_density,GATA3_density,CK20_density,CK56_density,CyclinD1_density,P16_density,P53_density,P63_density,Her2Neu_density,P53_P16.AUC,Ki67_Cyclin.AUC,GATA3_CK56.AUC,Her2Neu_CK56.AUC,CK20_CK56.AUC,P63_CK56.AUC,Her2Neu_GATA3.AUC,CK20_GATA3.AUC,P63_GATA3.AUC,Her2Neu_CK20.AUC,P63_CK20.AUC,Her2Neu_P63.AUC,P16_P53.AUC,Cyclin_Ki67.AUC,CK56_GATA3.AUC,CK56_Her2Neu.AUC,CK56_CK20.AUC,CK56_P63.AUC,GATA3_Her2Neu.AUC,GATA3_CK20.AUC,GATA3_P63.AUC,CK20_Her2Neu.AUC,CK20_P63.AUC,P63_Her2Neu.AUC
I-8,176.5376571,79.98721693,0,2816.323287,1354.29381,6.778985416,5.59526797,1907.605754,3.741645724,0,40451.93781,2217.383885,7206.290361,0,27679.14887,0,0,2799.208836,0,0,0,-8377.685129,32048.6356,-6134.212302,247.1020182,0,19305.77711,-8377.685129,0,-5546.554921,0,0,-8377.685129
F-4,635.0053023,2380.377439,2.031174259,69.68856483,3268.910471,4801.095134,3198.318719,19.44389383,816.54152,11807.60075,9478.312661,13570.91223,28010.96759,363564.4398,213651.9453,15903.99806,6606.807945,7726.505585,10495.56384,292333.9864,25256.83763,3446.714855,1118.619407,4679.595064,21185.87286,431377.0078,227118.1422,7558.55919,-1770.877184,-263.4340222,2117.878712,283956.3013,17556.92585
J-11,2204.609923,2290.199085,0,1306.078343,2789.055732,29.72352488,178.278481,1086.250554,120.173431,54402.56023,10543.92472,16892.75164,7062.935413,0,22759.45465,4191.507022,0,30003.60238,0,0,698.8111311,45093.914,2166.188626,8550.412563,-1016.409584,0,14428.30998,-4216.963538,0,21592.30274,0,0,-7678.873998
D-11,1835.532251,4338.339147,655.4372102,258.0500106,164.9101362,3495.358629,3.017521237,3686.947118,2353.587909,2689.573175,3326.269519,14729.65365,14194.60902,13826.05996,17439.81184,16506.03955,17097.72231,18041.13313,17519.68131,18582.81093,17769.66957,-5688.111954,-5057.181002,6408.31554,5741.981607,5436.534902,9100.453063,8120.259277,8734.524709,9671.554252,9121.494451,10159.34941,9360.578271
H-7,873.6328314,100.6609616,0,1248.451929,17.9515776,3705.343394,774.4301626,45.46656103,4.434320792,17974.50913,15120.4467,15850.69677,3537.858988,0,20378.50909,127050.5313,0,37823.81035,0,0,630377.9154,9662.416336,7196.852586,7637.919173,-4839.826141,0,12387.16687,106944.982,0,28943.27869,0,0,494588.1786
E-13,275.835126,3319.183224,0,63.68907278,905.215523,29.13135195,0,8.939278609,3.498992553,0,11242.82542,3944.295837,0,0,0,1280.40287,0,5520.060907,0,0,0,0,2923.304384,-4374.10993,-8377.685129,0,-8377.685129,-7097.282259,0,-3004.356489,0,0,-8377.685129
G-1,494.7661404,38.83317003,3.456963868,29.30608343,123.524182,1.012804072,0.978849222,25.82581157,92.92753264,0,6908.427113,0,43680.52732,0,91870.39509,39954.92696,0,25621.73588,0,0,113878.107,0,-1178.609,-8377.685129,33795.48411,0,83492.70996,31577.24183,0,14963.16693,0,0,100357.9537
D-4,3070.345619,5724.716791,178.0006551,870.8831766,192.3676842,6907.667921,18.18337938,5167.884695,1771.492731,7864.786975,10738.57194,8663.892715,9667.168486,31962.78015,9610.306706,10335.08916,11674.8274,9510.465276,31829.28043,10776.75045,9076.101666,-16.45463884,2044.114998,268.0252159,1269.185417,23740.33769,1183.550782,1932.432453,3294.51339,1112.858816,23224.95503,2354.747613,677.3496713
A-12,202.5496993,1519.933732,0,1288.180801,5085.402295,40.03957333,6.342668654,318.6422533,154.9481569,0,18623.89511,16817.50944,7974.540154,0,24815.21352,3475.227893,0,35695.86289,0,0,2548.197474,-8377.685129,10372.84839,8584.151441,-112.8554934,0,16556.67786,-5017.257037,0,26624.05744,0,0,-5168.270448
E-3,1224.068397,4691.832291,1.738508956,859.303144,5636.779572,819.1868386,787.1157643,3354.790592,1068.22806,21984.41913,10945.34732,10801.95214,11845.19712,12671.29116,13667.883,13976.59101,8465.166552,15945.59021,0,7506.150688,14886.19389,13660.64235,2590.588734,2466.259568,3317.429545,3046.189077,5303.648039,5527.896401,414.3616238,7556.431234,-8377.685129,-1009.24798,6445.825444
G-13,1288.597044,84.37427441,0.830999471,154.6476023,256.6297848,48.36637826,15.88239405,247.6615216,86.27960199,232255.3266,8810.563658,17029.26764,28163.8748,0,26481.14049,30409.43298,0,7490.085857,0,0,17739.78756,231694.3862,476.9229735,8839.422958,18969.25163,-8377.685129,18441.90398,21990.18506,-8377.685129,-799.3583252,-8377.685129,-8377.685129,9353.069116
D-13,2242.279695,201.6174042,0,1611.462596,3685.688078,2795.82108,2880.052796,4308.917174,0,14207.67505,12907.72518,9882.350836,0,0,11621.3474,0,0,9099.8804,0,0,0,5847.560482,4508.054774,1636.837579,0,0,3265.768184,0,0,729.1646026,0,0,0
L-13,44.2527068,57.71449592,0,745.2625697,1644.986882,301.8834974,0,100.3949838,4.213539839,0,12028.30789,14669.21785,0,0,28583.09553,31061.1042,0,55251.18161,0,0,0,0,3705.092208,6121.743794,-8377.685129,0,20322.16771,22683.41907,0,46125.79649,0,0,-8377.685129
C-8,0,5.081389032,0,2.533380026,27.94419061,0.89635999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8377.685129,0,0,0,0,0,0,0,0,0
J-1,94.82435265,24.7851046,2768.65219,50.22072847,894.8907054,1.773451187,0,0,179.6700907,0,31574.54846,0,8084.979687,8671.511703,0,0,4179.447518,0,17815.03511,0,0,0,23153.78148,-8377.685129,-644.7930892,-37.60743639,0,-8377.685129,-4168.923489,0,9611.064556,0,0
K-3,1362.17921,2.707158539,0,2728.367595,1935.072146,966.3011122,943.1984289,1583.869869,7.989277325,25833.45306,21077.75208,0,1902.754551,0,20376.21639,0,0,0,0,0,0,17447.25418,12686.71608,-8377.685129,-6474.930578,0,12047.51448,-8377.685129,0,-8377.685129,0,0,-8377.685129
F-5,2364.549166,1707.190934,0,2555.076738,563.8150954,3478.825569,3609.549747,1696.427051,4.909380205,11579.55927,9770.269742,15655.06312,9520.613253,0,24234.07484,6775.816974,0,19055.12384,0,0,7579.057763,3203.002806,1397.176768,7349.865714,1151.883657,0,15923.24795,-1593.415932,0,10687.58503,0,0,-802.5588973
G-3,3195.061031,124.8561177,2.460427509,4090.564938,516.559775,6015.054813,2778.902656,2418.432166,21.70657407,9948.360337,4032.814248,13332.12949,2120.639022,2835.900486,11655.03191,2926.316504,0,16988.84065,0,0,4213.049365,1573.487304,-4351.591095,4789.691914,-6302.653033,-5541.784643,3218.792068,-3135.907332,-8377.685129,8606.523073,-8377.685129,-8377.685129,-4171.178593
E-8,210.9362093,3951.774747,0,23.39793341,840.7224197,37.27291146,0,2.485572083,4.968888958,0,14780.19077,4999.275284,0,0,0,16542.85788,0,12401.77375,0,0,0,0,6406.029477,-3614.538017,-8377.685129,0,-8377.685129,8165.172749,0,4744.112405,0,0,-8377.685129
E-6,1948.412424,2062.281575,0,4644.134965,1557.767082,5458.577083,1677.194703,3376.909088,30.01973297,10654.40347,11466.37243,11368.38514,5258.279477,0,11697.5372,3907.693075,0,13218.80931,0,0,966.5487212,2312.08727,3141.928317,2996.121602,-3289.732963,0,3328.204795,-4934.463275,0,4847.765235,0,0,-7399.478419
E-2,1158.117997,2635.82104,8.046555439,547.5495801,3260.93914,275.4212516,747.0207175,2442.438065,1201.402675,30424.57352,14995.24921,18484.22237,26614.57801,39346.803,28673.65232,27819.16543,6886.408234,29631.05022,8701.146732,10809.02003,37301.54277,21960.34106,6608.321812,10350.07962,18081.93148,30969.11788,20192.52064,19351.61666,-1491.276895,21098.58482,323.4616028,2431.334904,28952.90213
I-10,639.47019,116.595959,0,2886.000148,1216.354511,3505.857988,1625.287821,1711.541936,4.714151159,13567.83023,13361.55735,8677.513953,13172.46549,0,15627.60493,0,0,5444.51422,0,0,15300.18534,5199.210901,4994.176785,319.9839802,4794.780359,0,7308.439632,-8377.685129,0,-2988.636395,0,0,6922.500214
A-4,1618.923232,4952.718279,0,96.20034352,215.4015559,5812.166573,0.864234394,3866.117978,5306.639693,5876.530231,5748.264079,8996.204374,9404.220129,0,10697.95471,10200.05743,0,10706.94515,0,0,10768.04574,-2404.299237,-2401.859475,536.510713,1037.533834,0,2298.484977,1808.77974,0,2291.473134,0,0,2402.202202
E-5,1047.184346,638.0446427,0.846403926,6275.619301,699.7902437,3113.361473,424.8094673,2339.070045,0,20286.70775,22370.57639,5928.602463,0,0,9346.322982,0,0,12396.21003,0,0,0,11903.87192,13868.97566,-2465.42849,0,0,968.3635651,0,0,4087.531846,0,0,0
I-1,176.5401188,341.989161,1.493710545,3019.093269,1268.816898,4.056031973,0,2312.433743,89.42368225,0,27940.55077,2306.800418,628.7682609,32991.33518,31249.50261,4672.717011,0,2202.381517,0,68309.06438,80.17892654,0,19561.67853,-6092.122105,-7748.916868,24613.65005,22854.17037,-3704.968119,-8377.685129,-6172.991446,-8377.685129,59931.37925,-8297.506203
G-2,1696.313146,1892.255508,0,5867.521537,301.5272081,4099.739019,3240.347498,3033.434327,0,11572.62932,6354.022872,10239.12227,0,0,11750.37887,0,0,10217.34359,0,0,0,3185.293373,-2044.879037,1883.326993,0,0,3386.478262,0,0,1824.263805,0,0,0
F-6,1825.845593,1720.980245,0,1782.481983,552.5111884,3276.009728,2282.658401,1749.725211,3.336590402,15133.78604,9369.859029,13983.59088,1546.171893,0,30895.67314,0,0,16819.98762,0,0,3835.757178,6762.037568,956.9060201,5599.255837,-6831.513236,0,22572.33381,-8377.685129,0,8469.954748,0,0,-4934.457921
A-6,548.8312968,4324.444473,1153.184507,3.097949096,886.9116523,440.5199934,3171.174274,2449.304674,5707.882378,8297.634308,8380.494192,511.5796803,1946.899917,12728.99059,1286.494598,9788.027875,9028.253028,9784.013906,9507.593997,9357.475716,9897.144776,-44.14801239,-7.767901312,-7545.822435,-5684.879805,11047.85979,-6266.724668,1390.69401,666.1341132,1404.046614,1101.649898,948.6834541,1497.942592
A-7,1086.380896,4439.130631,3929.748826,7.81311101,879.4358183,340.6327804,4203.750511,1004.577006,2760.819197,7588.48384,10632.66216,7973.373582,3456.618255,9349.600521,11897.83939,9306.922828,8555.330379,8711.849182,8595.751808,8448.705253,9189.893859,-782.7611089,2208.346924,-404.311547,-4921.066874,971.9153917,3520.154258,908.4312159,174.0542197,310.3000024,202.8938848,46.09483777,840.3407978
C-6,6150.238326,5139.30692,0,2279.849795,6395.213479,1.967031567,12.15179783,3386.257353,1551.576226,0,8944.930231,8798.655016,11586.20176,0,12333.35426,9732.199542,0,9813.693207,0,0,9732.203419,-8377.685129,565.998889,429.6725683,3226.165965,0,3967.197147,1330.779559,0,1442.954117,0,0,1303.993201
A-11,403.1305843,1972.046379,0,1548.137725,4456.976672,0.855532549,3.444480401,869.8085071,88.32473411,0,19132.83951,32142.314,5379.925465,0,34260.09569,1785.71189,0,35843.04563,0,0,975.9039527,-8377.685129,10759.82848,23786.61713,-2944.765204,0,25884.78122,-6591.97324,0,27417.57536,0,0,-7401.781177
G-9,333.9063819,1689.812103,5.631793502,4276.767628,1709.641672,0.848117721,237.7988161,1520.200778,5.75717597,0,9042.468007,8816.595404,4378.042049,5979.919007,10005.58703,11491.7338,6017.642639,9253.273751,0,6618.261729,2716.45071,-8377.685129,664.0477089,448.5046233,-4626.787828,-2397.766122,1652.305425,2349.66213,-2360.04249,884.8789448,-8377.685129,-1759.4234,-5661.23442
I-6,1013.968416,2209.011216,906.0979901,885.3794639,874.8455939,4428.61058,2232.584015,1599.967399,3325.211466,11527.92146,8248.409779,9101.170825,11264.19493,11711.21929,15421.24088,9152.736731,8629.871423,9734.155668,11271.26048,11798.27816,12808.5544,3157.96164,-113.5280445,743.8102109,2872.678442,3392.520024,7103.400184,759.1957927,270.4017099,1375.652935,2887.927358,3458.150162,4371.943841
G-10,317.3786329,2015.459864,9.72930874,3584.481769,2025.104687,1.699530199,163.7733237,1727.720708,7.948771124,19032.15067,10354.20158,8660.960815,5385.128354,6564.814369,10612.8145,9696.81935,7285.714395,10088.18929,0,12804.22566,12038.50082,15581.2465,1975.623791,300.8576472,-2694.28703,-2189.958673,2255.814146,1200.851437,-2080.595047,1708.061984,-8377.685129,4426.540528,3595.367366
H-5,2649.717944,237.8902738,0,2592.001022,175.016588,4991.131408,2729.546603,266.8690382,215.9496158,13054.29119,13979.28703,8039.572086,12033.02436,0,17044.92608,12467.42612,0,6116.018148,0,0,5169.560064,4678.119371,5588.344726,-310.1848458,3709.032734,0,8737.946824,4101.378198,0,-2268.490249,0,0,-3361.567322
I-13,90.28348771,303.8541986,0,462.915106,244.9895581,3.708153488,0,238.6635615,0.795622865,0,2796.482291,34654.76146,0,0,257056.272,0,0,25920.33268,0,0,0,0,-5844.809461,26197.91367,0,0,247614.9277,0,0,17638.38653,0,0,0
H-11,121.5394183,334.185233,1.587182926,180.9886726,87.71183276,73.259081,34.2292353,0,79.34906648,232288.7271,80053.80497,73027.36748,47478.60351,183252.7009,0,30817.22861,0,0,0,0,0,240879.139,70584.62352,65449.52772,41503.32225,200811.2323,0,22652.45301,-8377.685129,0,-8377.685129,0,0
E-4,786.424749,4164.427197,0,485.594488,2674.611767,185.6393201,298.7374041,3333.751893,2214.31437,21702.44518,14831.33194,14386.20453,15179.43393,0,18345.73462,21796.82548,0,22475.30054,0,0,26207.69396,13468.98901,6464.369044,6116.521483,6812.300061,0,10081.31736,13350.8636,0,14016.82587,0,0,17794.39369
D-12,2924.652258,5936.274376,463.5895789,1205.306746,93.11805015,5911.201221,8.740342686,5540.910727,4230.066497,10429.97243,3357.916371,14270.55407,11847.50646,7352.735236,15701.52365,13256.91339,12723.5893,14578.5153,15709.01159,13256.3512,13878.61625,2045.670228,-5038.351334,5876.343911,3438.679837,-1052.330489,7347.504322,4871.380622,4381.8501,6214.286834,7306.50231,4839.43926,5475.630779
G-8,1298.072982,41.04389835,0.79121398,63.37753063,89.01364296,7.445053379,5.22857591,41.69136805,99.59468126,0,8080.858947,39477.29114,84812.30235,162920.1654,85561.78927,31840.55768,165644.8972,24931.8107,113215.7082,0,55949.62323,-8377.685129,-412.7730915,31099.60601,76068.37915,154542.4803,77104.39864,23462.87255,157267.212,18348.61031,104838.0231,-8377.685129,47571.9381
H-4,1618.703371,2956.52656,0,1000.178182,1664.548701,8.008166907,146.4921366,1858.494563,269.7184846,55691.10698,19702.94855,8797.026271,2306.622231,0,16228.93444,20757.70311,0,13079.49758,0,0,18660.87149,50871.61405,11293.39435,470.7727226,-6063.488881,0,7889.211269,12390.8501,0,4688.319061,0,0,10294.21763
I-5,770.9504573,2565.831059,566.776764,1691.82908,555.0236348,3871.71364,1907.226727,1931.160237,3152.862534,13506.98238,8816.19157,9302.515575,11399.3945,12155.97079,14405.38467,8988.505699,8618.294577,9010.255785,12220.72433,10582.76462,11752.3236,5150.242337,496.056016,926.9434774,3012.466519,3784.907264,6006.600341,595.2692108,232.9230265,622.0562507,3845.483316,2198.80427,3352.163062
E-1,40.48869023,4947.927455,0,13.01368059,813.5778907,112.900069,0,2.331250491,10.73654295,0,15624.97474,9182.320395,0,0,0,6890.637638,0,8511.461657,0,0,0,0,7247.289613,847.5947089,-8377.685129,0,-8377.685129,-1487.047492,0,133.776528,0,0,-8377.685129
D-5,1260.167026,3909.366272,0,3097.957286,1565.928316,5656.493569,3796.013347,304.3050379,2818.0446,9308.728361,7831.930316,8487.967048,9464.444385,0,10330.78656,9227.982682,0,8053.765166,0,0,8288.972842,946.3994923,-551.7116609,123.9730498,1072.686154,0,2064.006521,833.632589,0,-396.2146842,0,0,-78.51955953
I-9,518.6408222,176.6608307,0,3005.526283,1078.064895,3050.486108,1274.497317,1437.029173,0.75208378,11757.57347,6153.097197,7416.251203,9557.512751,0,18021.13826,0,0,4503.600095,0,0,0,3370.118421,-2233.4206,-957.9174143,1179.827622,0,9669.471665,-8377.685129,0,-3859.429401,0,0,-8377.685129
C-5,5758.845913,6482.563984,0,3037.320741,6865.339011,8.838460171,0,2889.680405,3673.850139,0,8685.830586,8751.450408,8807.657372,0,11609.79571,9456.467968,0,8995.645191,0,0,8462.419329,0,309.0305399,382.6262865,433.0450463,0,3236.663763,1072.548167,0,611.4046139,0,0,75.80576158
E-10,1993.665926,3048.923725,0,274.5352037,1172.437254,4982.306823,3898.477859,5.419279598,450.4185534,14117.08094,6272.267629,11656.06766,74029.68628,0,4186.305016,13003.77506,0,14225.53039,0,0,27693.83597,5749.457732,-2086.737651,3113.807107,63614.22229,0,-4191.380114,4615.12164,0,5979.36166,0,0,19316.15084
A-2,1345.97327,4105.623425,0,504.0685429,402.0796343,4842.500611,26.72126442,3477.00326,5540.817201,1991.697118,6479.698344,9263.217222,9950.018961,0,11093.22782,9835.582831,0,10347.97301,0,0,10776.89065,-6333.115491,-1898.085089,899.832111,1584.451025,0,2742.565456,1447.591448,0,1974.736521,0,0,2389.480625
A-5,1611.63127,4063.599351,3706.073418,11.72850619,3282.668544,1743.910587,3269.805901,1168.092377,4007.858898,8977.76252,8467.947578,9276.235056,8437.774527,10346.55333,18154.28204,9122.778933,8638.64172,9207.419518,9898.789662,9344.887367,10471.27059,623.6041254,101.1928666,919.8415923,164.5513177,2118.690482,9905.686591,735.9060289,270.5821407,846.0637618,1505.049097,953.1594708,2069.647625
L-8,17.1885253,1.456253667,0,779.7634615,1584.615776,287.581192,2.316870143,98.93672996,0.768877086,0,23104.98489,5631.277318,0,0,59108.4664,0,0,46466.76403,0,0,0,-8377.685129,15030.34681,-2746.407811,-8377.685129,0,50704.28345,-8377.685129,0,38089.0789,0,0,-8377.685129
K-5,1683.415662,3570.516088,0,5671.398994,4181.545831,14.55775606,630.9091401,2954.964885,2.934014885,6693.356368,10335.80388,10928.306,10179.54948,0,14123.70546,13678.52691,0,10999.15404,0,0,6420.93305,-1684.328762,1970.855888,2542.014065,1801.864355,0,5760.057316,5300.841776,0,2643.995737,0,0,-1956.752079
C-7,5626.600391,5831.017293,0,3342.991183,5895.273558,8.592626917,4.83303437,2728.801266,2899.150933,0,8807.656501,8834.090282,8284.259695,0,13054.89789,9947.027154,0,9154.508267,0,0,7785.36279,-8377.685129,424.0022937,455.0582356,-110.0331444,0,4686.159557,1550.916745,0,784.6562576,0,0,-614.3059122
G-5,569.6882763,651.70156,0,233.6925391,2174.417576,3.091099573,5.536390417,520.7827144,7.308313177,0,19618.19059,34951.37651,0,0,72410.39153,0,0,50906.89948,0,0,0,0,11183.64609,26854.21474,-8377.685129,0,65072.68541,-8377.685129,0,42692.62821,0,0,-8377.685129
G-6,1106.67863,2715.171629,0,974.0571269,2455.876118,33.60824367,28.61057283,2115.026783,19.30025013,14686.22208,13846.74226,13465.70085,1485.708119,0,21326.99743,5347.336555,0,15473.55632,0,0,1940.009334,6308.536956,5465.783581,5125.490299,-6891.97701,0,12971.24186,-3030.348574,0,7081.216166,0,0,-6437.675795
L-4,1278.918248,4056.175777,73.88157559,117.4847013,2157.834131,3721.194771,762.899484,2418.424173,310.5988126,12869.66893,8607.000509,8565.327819,9201.272469,17258.00036,9809.038718,11454.57463,10323.61975,11038.80522,8253.159074,13314.48518,10976.87858,4472.181042,240.4865577,226.7589073,1005.986134,8750.971334,1577.673032,3072.704579,1766.115141,2665.518302,-331.1567931,5360.969783,2579.705488
I-7,836.3527237,3427.979772,1007.412215,616.0439712,487.7856789,3625.867541,1499.040782,1344.854671,2835.611139,12471.5117,9382.293553,7332.590653,12670.03926,15415.98176,16113.9205,7616.401518,7111.333222,7704.565149,13028.91324,13824.20136,14548.43239,4110.198669,987.6422381,-1058.302529,4270.720542,7052.280227,7758.339777,-802.7459748,-1271.414473,-638.5996716,4628.332541,5448.525006,6057.368013
K-6,1537.66082,2083.511895,0,2280.7179,3718.662367,16.65568023,488.4895036,1517.07149,0.730871432,12773.04301,11334.72807,24039.94147,0,0,34326.89367,0,0,24459.44716,0,0,0,4395.357881,2968.375278,15714.80459,-8377.685129,0,26049.41639,-8377.685129,0,16105.75693,0,0,-8377.685129
G-7,775.5994597,3166.875891,0,2325.806882,3347.039736,191.3140549,251.6965975,2958.752032,10.98610601,311273.0211,11813.89384,13073.76842,8082.686921,0,15573.46989,15772.36208,0,15596.21277,0,0,13090.83418,303725.6099,3428.916805,4721.350734,-294.9982079,0,7224.16045,7394.676953,0,7218.42374,0,0,4713.149052
H-3,1152.356085,2464.073031,0,2029.608035,2725.870867,13.73586541,584.9810815,1436.364941,1.448263362,1618.102934,10513.42447,8895.171223,5300.918474,0,18853.69007,10028.21099,0,9889.127221,0,0,16888.35333,-6759.582196,2145.724187,541.1009508,-3076.766655,0,10467.92636,1650.525859,0,1476.459988,0,0,8510.668201
I-3,234.2229915,1103.110538,2.185097099,1911.393083,2040.306413,11.11380477,1741.915288,1256.23202,5.273911122,14688.29172,15311.96008,12418.40088,7480.511529,0,22903.84471,2753.452346,0,14432.72001,0,0,5904.24263,6058.588677,6887.31718,4103.094228,-897.1736,0,14641.58975,-5624.232783,0,6083.610032,0,0,-2473.442499
L-2,1891.101522,2802.921181,12.97076958,165.1619328,2017.283469,5023.497062,225.5651282,1398.221113,317.2507913,9364.440911,8342.430178,8663.805547,4668.567808,0,16624.52005,11087.02616,10115.69206,12257.88895,2888.090013,9330.910944,9184.916872,966.0855992,-28.12585142,317.8142465,-3657.172847,-8377.685129,8337.247901,2701.178149,1738.006926,3887.41914,-5489.595116,953.2258146,857.2913387
H-2,2033.556879,2898.34457,0,1258.57421,4860.505749,1.507866691,1090.589808,2238.576363,63.41611459,0,11555.86843,9812.465008,11780.49206,0,15539.83139,15223.55019,0,12911.81366,0,0,19797.93636,-8377.685129,3159.550784,1491.006678,3402.806929,0,7254.173486,6845.86506,0,4506.403111,0,0,11420.25123
I-2,270.8939536,1294.851176,0,1670.352138,1598.883291,0,1367.739649,1629.044949,0.774711856,0,21937.68131,15359.25828,7240.509332,0,24914.69383,0,0,18729.05102,0,0,10841.94394,0,13509.27274,6993.534336,688.5277311,0,16558.13827,-8377.685129,0,10361.77872,0,0,6992.833165
E-7,1593.167317,1670.453677,0,5450.834747,1720.91224,4204.822348,1622.902832,3595.957667,0,13863.23458,13858.49491,9333.353467,0,0,10068.8681,0,0,11286.54643,0,0,0,5501.315369,5493.78886,957.1455156,0,0,1696.263612,0,0,2916.11913,0,0,0
I-4,652.692242,2977.554722,0.698132426,2842.476009,3780.18903,1998.816907,3005.921286,2681.699878,36.2303217,14212.68218,11175.19584,11402.36738,4269.752688,13975.25799,14636.60134,5281.305409,15511.38622,14504.27351,1400407.8,3459.089849,1771.164877,5845.256404,2800.651239,3026.562769,-4018.062169,5597.572859,6285.933592,-3016.39605,7133.701088,6132.86667,1392030.115,-4918.595281,-6581.958924