"","TMA.core","H&E","P16","P53","P63","uv-GATA3","Ki67","CK20","CK5-6","Her2Neu","Cyclin","Mean","CoV","QCoD"
"35","D-9","0.0767475399392","0.0789311122316","0.0720853196888","0.091692145412","0.0992317037992","0.0750857503008","0.095241875164","0.0940607480376","0.0933784216312","0.074356450058",0.08508110662624,0.123131645526978,0.108559068629419
"5","A-3","0.1162533195924","0.1119373329988","0.1103944310692","0.1126374059928","0.1226129051028","0.1147898341576","0.1031800412836","0.1021788946484","0.1277488829792","0.1171811507664",0.11389141985912,0.0689399578584441,0.0270893340457915
"66","G-4","0.148163600976","0.1448029620424","0.1331872330276","0.107785373518","0.105482645566","0.144506484788","0.1108246157728","0.110650385918","0.1023238560312","0.1397329618976",0.12474601195376,0.150943619304044,0.138242418753363
"79","H-6","0.2018396701248","0.2039067044308","0.1928424181624","0.0724039338016","0.0612061874232","0.184127339004","0.0752341538208","0.0714210078208","0.0656035486136","0.183911535552",0.1312496498754,0.501680314702471,0.453614657856431
"38","E-11","0.1416828604808","0.1281394521876","0.124564246498","0.1384017411","0.1513892751528","0.12024549795","0.1586463103388","0.1366518574832","0.1407965204576","0.1160535931884",0.13565713548372,0.0997695553815687,0.0599552979193405
"14","C-13","0.1337392528988","0.1330054387156","0.133153615508","0.1387525299204","0.1356214835992","0.1321594768168","0.138219637614","0.1389701884164","0.1436879363172","0.1325906508772",0.13599002106836,0.0278533605957685,0.0205285547705409
"114","L-10","0.1469635730124","0.1410992636384","0.1397313129696","0.1295675681168","0.1396621198284","0.13703776847","0.1326077378936","0.1360784221596","0.1241294241844","0.1333516517608",0.1360228842034,0.0474817436717624,0.0253948697065217
"10","C-1","0.1337288234292","0.1329577228616","0.1316058492408","0.1404084452528","0.1431114092536","0.1322924010252","0.1432491565764","0.145089586952","0.1470200900196","0.130997436032",0.13804609206432,0.0456394249735246,0.0390171349958036
"121","L-9","0.1454360885596","0.1455176692724","0.1503447617112","0.1307690388924","0.1376705239784","0.1480796705408","0.1374172692492","0.1350027645904","0.12734774002","0.148913347926",0.14064988747404,0.0575597993193414,0.0418052112447235
"117","L-3","0.2018897150896","0.2071093554504","0.2062334655084","0.0906102219164","0.0848116223232","0.2110502521472","0.096648204632","0.0930999383036","0.0853450299196","0.2157087829212",0.14925065882116,0.418997390298784,0.387953021973459
"101","J-4","0.152944461596","0.1472396447828","0.1466406922984","0.1583015401056","0.1586254513996","0.1468789005596","0.1599469641336","0.1576066406232","0.1582036556172","0.1448869955356",0.15312749466516,0.0397272876669484,0.037045453843353
"85","I-12","0.142171911914","0.1280114129284","0.1200603439472","0.1802136290076","0.1815961108544","0.1277341250736","0.18006705992","0.1799603330552","0.1822293610412","0.1225436707384",0.154458795848,0.183671264840959,0.170054763079535
"119","L-6","0.1531897808592","0.1584830252436","0.1548527453588","0.1567841141136","0.1589647801704","0.1581116454348","0.1540365878336","0.15360073494","0.1546249871788","0.1573098129716",0.15599582141044,0.01392378466849,0.0119434824081381
"105","K-13","0.168173548372","0.1506959009288","0.1485970835356","0.1477725783124","0.1695677582192","0.1656460096988","0.1532792764264","0.1467847673824","0.1505360373592","0.1606623103232",0.1561715270558,0.057255103082228,0.0488649026589775
"52","F-3","0.1625006383156","0.1670046439244","0.157716253112","0.1578156216356","0.157068533582","0.1577480568108","0.1451530500684","0.1457410990164","0.15650233293","0.1566817981312",0.15639320275264,0.0424070930215125,0.00398138191404253
"22","C-9","0.1311608447968","0.1304051823176","0.1365668140216","0.1869199222416","0.188602220422","0.137991982492","0.1806502033072","0.1759671859524","0.1795202135604","0.142920628284",0.15907051973956,0.157222677005038,0.136923598436793
"108","K-4","0.2414238975276","0.2412461843124","0.2397696723464","0.0790601614592","0.0701878157928","0.2483993164228","0.0791196465368","0.0836487158512","0.0699387039952","0.2503511524964",0.16031452667408,0.552744958468239,0.506481998244195
"50","F-13","0.1908321482028","0.1695551851432","0.1657355258776","0.1547928274376","0.1613820467836","0.1591304562112","0.1479274538748","0.1493381323904","0.1555135326432","0.1585909888044",0.16127982973688,0.0764927490837717,0.030267653860911
"39","E-12","0.1874993761524","0.1763979683924","0.1759590443704","0.1633141781676","0.068844702102","0.1719577762972","0.1657260033184","0.1587451429608","0.180643360256","0.1657234062568",0.1614810958274,0.208623540619094,0.0363656098107431
"104","K-1","0.145485844962","0.1321296724432","0.1280778647268","0.196653935846","0.1966587383488","0.140316764856","0.1870338631664","0.1865813561","0.192566346392","0.1389513700256",0.16444557568668,0.179303268733979,0.157017500802851
"81","H-9","0.1819924100876","0.1837630083624","0.1829156448748","0.1436323880552","0.1411924280704","0.1797703353264","0.1374338615872","0.1373474371484","0.1804399649872","0.1785536119668",0.16470410904664,0.13036167467948,0.123070668197591
"111","K-7","0.2073854066092","0.2021426812564","0.2039279549904","0.1211194916248","0.117995844868","0.2123706106316","0.124612271526","0.122626756098","0.1240233775024","0.2138721038568",0.16500764989636,0.275243581821735,0.253553579020037
"28","D-2","0.1715899004604","0.1744698562704","0.1708602292088","0.1574378728424","0.1578051715544","0.1760115627272","0.1576959094628","0.154194142904","0.1574091196604","0.173854929796",0.16513286948868,0.0535445858918042,0.0477228457413682
"1","A-1","0.1778995028408","0.1837065325784","0.182638150904","0.1545735200136","0.1495048390112","0.1857128244992","0.1545739528572","0.1501651316172","0.1551905900944","0.1787492160508",0.16727142604668,0.0927808133702742,0.0805743682907539
"13","C-12","0.1729462055752","0.175282180038","0.1791451648868","0.177924381042","0.1875961476144","0.1807464388676","0.1571715091356","0.1685183598284","0.148994660688","0.1706896888304",0.17190147365064,0.0666222772112369,0.0281079166808918
"58","F-9","0.1985848099224","0.1712360611232","0.1556392427916","0.1867329750296","0.1841614924252","0.1565972699596","0.1754795154964","0.171806033698","0.1842282740092","0.1477677964212",0.17322334708764,0.0925090285544439,0.0695407784413733
"72","H-10","0.17468640174","0.1766020232324","0.1734761504228","0.1694840545116","0.1740528217676","0.1766819756288","0.1645327771828","0.1634631382008","0.2119142285844","0.1779802590896",0.17628738303608,0.0764982078177321,0.0178021451185053
"23","D-1","0.1705819313856","0.1724301735576","0.1719795627584","0.1818723475176","0.1788492647572","0.1768911421456","0.175802210706","0.180169293456","0.1785950206712","0.1759378144224",0.17631087613776,0.0211251717437248,0.0156579512721407
"57","F-8","0.2210037999032","0.1981835432936","0.205467559064","0.1537289184804","0.1613336507468","0.2131661153336","0.1316926653","0.1473864612096","0.1479926483656","0.197766446956",0.17777218086528,0.182631807121498,0.15356540321255
"61","G-11","0.1803680305032","0.1788567673796","0.1761095914968","0.1797779203952","0.1813423408352","0.1799343006044","0.1797552476352","0.1790417564896","0.1789517868556","0.176071810434",0.17902095526288,0.00955895561189704,0.00282818269151049
"51","F-2","0.211004762346","0.2119398694148","0.211445953644","0.1464803340504","0.151668088266","0.2143482524284","0.15220275317","0.146307629454","0.1459058887584","0.21385771696",0.1805161248492,0.187316982465159,0.178087448260161
"102","J-8","0.1899589996036","0.1998743746764","0.1826315139688","0.1797398301584","0.1869220452364","0.1581951018032","0.1868035903712","0.1812053767532","0.18903362121","0.15334102878",0.18077054825612,0.0794967284659424,0.0227868644673107
"98","J-12","0.2470762784304","0.2397051374268","0.2419810909104","0.1152485865388","0.108863360198","0.2507893345008","0.1200186466804","0.1158122107408","0.1195948309612","0.2487125096848",0.18078019860724,0.379009957228954,0.355925893989843
"49","F-10","0.189281784874","0.1777482343084","0.1720988626992","0.1843755232796","0.1859515068272","0.178780483848","0.1869202314156","0.185172656298","0.1856239060568","0.1762257996976",0.18221789893044,0.0306665396365243,0.0216098671810487
"100","J-3","0.1867720752348","0.1726239844324","0.1662978309372","0.1907322437776","0.1952091039092","0.1711801212408","0.191285232394","0.1900920887048","0.1924370910484","0.1680011735612",0.18246309452404,0.0627410642998632,0.0540571904612834
"84","I-11","0.1952648995104","0.1860998279008","0.1814356907716","0.1793719130984","0.1776479382628","0.1914749209488","0.1796032164736","0.1801489704184","0.1764822286132","0.188019221316",0.1835548827314,0.0344739780574302,0.0220989553532577
"33","D-7","0.1795261909244","0.1860006448816","0.1804629263096","0.1863256485904","0.1830639453368","0.1905836959764","0.1885045832728","0.1845221748136","0.1875713930828","0.1878739713708",0.18544351745592,0.0191622602140985,0.0117713046188746
"112","K-8","0.178642386128","0.1540600438344","0.1620232942712","0.2049416334784","0.203858617568","0.1685300466056","0.2139445536308","0.2084927854308","0.2001564444224","0.1605030032668",0.18551528086364,0.124057992138018,0.111372722520622
"96","J-10","0.1989695254364","0.1854719779532","0.1870497959332","0.17896588519","0.187184451516","0.1848327916256","0.1812256791792","0.1740106298224","0.1977933657056","0.1909696894096",0.18664737917712,0.0418054067550688,0.0212169955178248
"48","E-9","0.1652793911696","0.1526225290156","0.1574024208904","0.22190809263","0.241125524006","0.1244396905992","0.2137471975608","0.201140462818","0.244769757944","0.147079430816",0.18695144974496,0.228598272635328,0.176753954078238
"12","C-11","0.1900306249136","0.1779931825628","0.1784929726396","0.2080913745208","0.2121618563468","0.1794404466684","0.2117098027356","0.2125562180896","0.15275720521","0.1711854802568",0.1894419163944,0.110229046685561,0.0840450120488351
"103","J-9","0.2381205382304","0.2390352192036","0.2419754639436","0.13996358509","0.1506600985796","0.2465656054288","0.1322838884344","0.138577558048","0.1456754098472","0.24879437896",0.19216517457656,0.279819407258416,0.260952759002813
"16","C-3","0.228596350714","0.2278452846216","0.2250411176648","0.1577266413584","0.155976943246","0.2262061471316","0.1646910536592","0.1592899693836","0.1617095238844","0.2258697658196",0.19329527974832,0.182679854795902,0.171565525010253
"106","K-2","0.2396318219656","0.2377690486156","0.2361580459596","0.1463310854548","0.1486836728672","0.2405726590592","0.1498052943044","0.1501201158828","0.1454315127844","0.2399510132032",0.19344542700968,0.24741379269721,0.232401520955031
"32","D-6","0.1899055331132","0.2024957373528","0.198612037846","0.2037325982456","0.2049788786396","0.2056926789592","0.2052062658108","0.2007410512332","0.2195173325344","0.2063730884868",0.20372552022216,0.0362770458472591,0.0107961752647908
"62","G-12","0.2121135221448","0.211509334314","0.2102885916924","0.2030691726764","0.205137052058","0.2132097707024","0.2046403537212","0.2059644635168","0.1986507052076","0.2138646424576",0.20784476084912,0.0243813020262999,0.0172725713029766
"29","D-3","0.1923227997264","0.2190844477112","0.2053337279452","0.2111490229344","0.2159124461408","0.2134414863096","0.196034145034","0.1899808478996","0.221697235962","0.215274867518",0.20802310271812,0.0551901811340872,0.0420031461262653
"99","J-13","0.2208819029008","0.218890760506","0.2167764019664","0.196842119754","0.2037759856636","0.2137452188472","0.1988246465","0.1950975333184","0.2097099210224","0.2084322491616",0.20829767396404,0.0449734135579743,0.0383485944829512
"74","H-12","0.199416817768","0.171021865376","0.1638245832184","0.2479082038296","0.250785150346","0.1616482868208","0.2434125253072","0.249801152562","0.2439351530368","0.1581043283168",0.20898580665816,0.200087687933825,0.197050625367008
"56","F-7","0.2131420409848","0.213943358158","0.2110993077552","0.2155046662464","0.2137907498716","0.2164527586232","0.1746640587656","0.2272514025908","0.2155951099472","0.2160109283656",0.21174543813084,0.0648331188956534,0.00606404400260163
"34","D-8","0.2065840276012","0.2077851067564","0.2005741178848","0.2286062855052","0.2256725334192","0.2059761090708","0.2155034707736","0.2254241636392","0.221404035952","0.2071448898488",0.21446747404512,0.0471487335719027,0.0410417730742226
"24","D-10","0.220394788958","0.213335315958","0.2077017328344","0.2215972903136","0.2195885456124","0.2153727520064","0.2168586834736","0.2173683465068","0.2236777221596","0.2149999293856",0.21708951072084,0.0211962935238784,0.0117166387748682
"15","C-2","0.2128952376864","0.2155493521952","0.213640058464","0.22659053286","0.2279611424252","0.2120639718584","0.2268467556596","0.2260393580644","0.2297862377704","0.2132438829004",0.2204616529884,0.0339157582422729,0.0305362204596268
"11","C-10","0.22577173705","0.222638052444","0.21920127426","0.2154466445924","0.2353361790212","0.221596033006","0.2164641156148","0.2127236461164","0.2138518014308","0.2224833005512",0.22055127840868,0.0304443265165807,0.0157388687932885
"17","C-4","0.210180504462","0.212180860242","0.2086381178224","0.232136496072","0.2354145031012","0.2051693916584","0.2305084063996","0.229315489438","0.2384933402396","0.2038007608068",0.2205837870242,0.0621172582787535,0.0515158137995896
"113","L-1","0.199143198778","0.2082764666888","0.2088598986384","0.2283997984964","0.2334188673776","0.209192693532","0.2455248226868","0.2301809086872","0.2343738028056","0.209336459442",0.22067069171328,0.0697956856869903,0.0535978885400194
"93","I-8","0.217203701046","0.2203901101248","0.219574447278","0.222247359566","0.223312463996","0.2182477610324","0.2234642890416","0.2267356179124","0.2226659193272","0.2181972420008",0.22120389113252,0.0135184887106323,0.0103488387474894
"53","F-4","0.2371100133172","0.234340391402","0.2261492591156","0.2038025952392","0.2471465021516","0.22922211889","0.2052632774964","0.2032768757696","0.2066434920672","0.2299159465692",0.2222870472018,0.0725670390889341,0.062951838179049
"97","J-11","0.2349634594584","0.2336904870424","0.2378360775388","0.2129825690356","0.2157075256136","0.2425686864032","0.2153105461976","0.2201474703696","0.181655595932","0.2408910876676",0.22357535052588,0.0831098601073647,0.0479708342542037
"25","D-11","0.223464989836","0.2103035144908","0.2051587148496","0.2359283709008","0.2403236915428","0.211125340206","0.2403054296652","0.235678599532","0.2354829542248","0.2002306049592",0.22380022102072,0.070114998382582,0.0568064136156508
"80","H-7","0.2167373842076","0.221750723064","0.2172235706284","0.2284943851288","0.227732312442","0.2220837859084","0.2292120398176","0.2305545351604","0.232917366538","0.2228732720232",0.22495793749184,0.024938754708805,0.0159662240052289
"40","E-13","0.2175741739444","0.2162673572812","0.2145153094464","0.233343717484","0.2337997903572","0.216219394088","0.234484157312","0.2323769097744","0.2445894476672","0.2164521402752",0.225962239763,0.047969319121201,0.0386049892467977
"59","G-1","0.1807682459404","0.199204312172","0.2084295902652","0.2560086862992","0.261271301846","0.2178705275292","0.2444028096292","0.261928193538","0.2563473142756","0.2102694229044",0.22965004043992,0.129402008060764,0.10184431735532
"30","D-4","0.2088126980744","0.23256016751","0.2230461415124","0.2428877745828","0.2499298513924","0.2267629076708","0.2337475399512","0.2293915050188","0.242282762288","0.2207836474036",0.23102049954044,0.0523703890259542,0.0348476130398386
"3","A-12","0.2334147450576","0.2292573441144","0.225321270532","0.2325596934432","0.2297557326024","0.226691323584","0.2360578117488","0.2336398443412","0.2331402603804","0.2333721821036",0.23132102079076,0.0147931717337915,0.0086911935252327
"42","E-3","0.2276891105284","0.2248046613896","0.2204590147036","0.2387548396088","0.2426032108332","0.2251045601696","0.2389380767328","0.2306230275072","0.243317052376","0.226655871632",0.23189494254812,0.0356677965346731,0.0288551295962773
"63","G-13","0.2315074506516","0.20734960426","0.2068850806308","0.2576546668404","0.2651975436952","0.196359086908","0.2506489901164","0.2553076239484","0.2610438116168","0.1931695654776",0.23251234241452,0.124228468286231,0.107886288215513
"27","D-13","0.224491859748","0.227740866256","0.2243610585344","0.2388742632192","0.2391333716428","0.2284282837276","0.2377135209652","0.2381884328408","0.2466246370512","0.2276103742164",0.23331666682016,0.0329065773036961,0.0237158956522999
"115","L-13","0.2321568191096","0.221953025918","0.2207351483088","0.2433811338404","0.248357309982","0.2246830529496","0.243735570914","0.2456750812508","0.2458941001124","0.2221154865492",0.23486867289348,0.0494023704325055,0.047938757222012
"21","C-8","0.2301749107116","0.2272343155744","0.223297932818","0.2412252635384","0.245789413796","0.2281263650108","0.2438640636284","0.2439022157","0.2457651127196","0.2222764631452",0.23516560566424,0.041525471971887,0.0348686741334284
"95","J-1","0.2316412817704","0.225633536272","0.2230387831712","0.2482353511448","0.24578044775","0.2279681915924","0.2530141506048","0.2455923050652","0.26084546619","0.226552504458",0.23883020180188,0.0560413523068245,0.0436543192491419
"107","K-3","0.2451172076852","0.2431592293548","0.242261326224","0.229133282894","0.234590616226","0.2483305973484","0.2339244699256","0.2380566834936","0.2292972275604","0.2473024495172",0.23911730902292,0.0298592280715187,0.0220102247320336
"54","F-5","0.2362746663924","0.2386690953528","0.2330406445176","0.2479534462916","0.2480399119536","0.2367517837092","0.2487577727584","0.250402186818","0.2370230942","0.234027919546",0.24109405215396,0.0283343423745968,0.023996812686383
"65","G-3","0.2333716255904","0.23038873545","0.2273311282596","0.2550175569016","0.2537884047472","0.2319464158968","0.252708727916","0.2460471206308","0.2567294533396","0.232647869868",0.24199770386,0.0490760959112637,0.0440587564396625
"47","E-8","0.2287679835072","0.2300355762956","0.2284736910824","0.2529658782376","0.2532574499312","0.2302363745028","0.2544202533452","0.2548512212896","0.2617902194876","0.229203980682",0.24240026283612,0.0576863194462095,0.0511180040976484
"45","E-6","0.2336919710776","0.23977371222","0.2342295834404","0.2475120901008","0.2465895767196","0.2425555774256","0.2477841219976","0.2526047217824","0.2500950121432","0.2408223067584",0.24356586736656,0.0264817397170316,0.0157462266979463
"41","E-2","0.2366090277676","0.2352685111384","0.2352037288796","0.258466475318","0.2537751927116","0.2340736154632","0.2583708787172","0.2576551409072","0.231805576834","0.2356479088596",0.24368760565964,0.0478183439705987,0.04363693395496
"83","I-10","0.2382265230776","0.2299223773884","0.2263780890988","0.254788644472","0.2555210158432","0.236856964704","0.2561418372352","0.2594896557536","0.2615667279088","0.2323373767256",0.24512292122072,0.0554307935051863,0.0460091500118976
"6","A-4","0.2176526010824","0.2443198685508","0.235785264562","0.2599188923236","0.263858572936","0.2084787489312","0.2519028555792","0.2471528917476","0.279378077156","0.2454277626624",0.24538755355312,0.0856768831591328,0.0403279639888596
"44","E-5","0.2411386948184","0.2450727690756","0.2316057061488","0.2501208590896","0.2487471577844","0.2422167227216","0.2477467737784","0.2591796572896","0.2492922315464","0.2411587499052",0.2456279322158,0.0297372787970859,0.0157624291829604
"82","I-1","0.2536538934456","0.2528114561304","0.252164684734","0.2514380639992","0.2779333895004","0.2569803583464","0.2764999145552","0.2778693904824","0.1151397572908","0.2535823918052",0.24680733002896,0.193062941952315,0.0368237052611839
"64","G-2","0.2361879533912","0.2347660003304","0.2321164409852","0.2580783382784","0.255341550642","0.2355735628184","0.259990806196","0.2620175860472","0.2607006284768","0.2344557751388",0.24692286423044,0.0531520151716079,0.0496375373443609
"55","F-6","0.2494046266012","0.2474679400536","0.2430171123728","0.2460429570876","0.2454884019896","0.2496097944676","0.2461114082112","0.2480405509132","0.249374389384","0.2493733794156",0.24739305604964,0.00888400419307236,0.00668921721225179
"8","A-6","0.2131749370984","0.248608462328","0.2456792241824","0.2671504309604","0.2696458773724","0.1800210342172","0.266828807554","0.2659459715028","0.2802447331012","0.2491969853428",0.24864964636596,0.122781395367706,0.0402321973103925
"9","A-7","0.2380325679216","0.2301577618604","0.2333879705892","0.2654705443372","0.2639648669572","0.2181246479456","0.2657523461324","0.2635848302764","0.2710080361816","0.2378310276968",0.24873145998984,0.0766258719456642,0.0612406473038422
"19","C-6","0.2403216509944","0.2403043166388","0.2357404755552","0.2612786807988","0.2655393664696","0.2453259413584","0.2639740391192","0.2486254462864","0.249251750364","0.2420196346024",0.24923813021872,0.0430708626600493,0.0351205727132241
"2","A-11","0.2474324468784","0.2421257431192","0.2379510902668","0.26597569343","0.2688176620612","0.1857453702156","0.266021245066","0.2670232573884","0.2690361450212","0.2423936320844",0.24925222855312,0.102834493615713,0.0482941189769105
"71","G-9","0.247189559784","0.2403885356364","0.2358355362544","0.2513735290796","0.264359847048","0.2386744131456","0.2589361930704","0.2625339890736","0.2613129991128","0.2335153296656",0.24941199318704,0.0476374534676116,0.0432471260146263
"91","I-6","0.2504652789256","0.2497305990552","0.2452743917468","0.2495707973204","0.2504662064476","0.2500428029604","0.2508572497228","0.2505144788148","0.2567185291916","0.2471638158956",0.25008041500808,0.0117069173971587,0.00178292243222557
"60","G-10","0.2449770488052","0.2409638466156","0.2393391990804","0.2600245886084","0.2634261827912","0.24098876604","0.256465192016","0.2598256660568","0.2620559030116","0.2371810408908",0.2505247433916,0.0426552142358199,0.0379378654062283
"78","H-5","0.2426873267728","0.2632506750172","0.2515594869348","0.2557808456728","0.2522491510708","0.2351514166388","0.2574090590148","0.2545632360144","0.2634168045132","0.2469631825812",0.25230311842308,0.0350133273378479,0.0175994772611678
"86","I-13","0.2563714916824","0.2179450384632","0.2522166465776","0.257094464164","0.2587879956664","0.24989606898","0.2631932717112","0.2559362365252","0.2661035677964","0.245959356438",0.25235041380044,0.0533346897674768,0.0155026857234947
"73","H-11","0.246673548378","0.239363953612","0.2322663079288","0.264739924952","0.2662167254804","0.2417640507624","0.2607935455696","0.2678231729728","0.2683686589668","0.2392154882572",0.252722537688,0.0559670716490483,0.0511723187046902
"43","E-4","0.250091054716","0.2478353006004","0.242099834338","0.2566307649988","0.2570810460124","0.2495409929468","0.2564348723524","0.2545016485536","0.2636291039932","0.2493872510224",0.2527231869534,0.0241435185630791,0.0141422916458988
"26","D-12","0.2449341560656","0.2394313741556","0.2337732838396","0.2656980139548","0.268807624212","0.2452574490116","0.2594898000348","0.260336771902","0.2721566175916","0.2415782165768",0.25314633073444,0.0540203606685376,0.0432943734602179
"70","G-8","0.2466029948712","0.2432027816656","0.2339133602732","0.2770206460176","0.2766287370552","0.2367605848624","0.266067724224","0.2699710665856","0.2655069238112","0.2190671751904",0.25347419945564,0.0796085884607826,0.0603589418633911
"77","H-4","0.2264210642848","0.2294622028068","0.2247528644388","0.2817808332028","0.2809770632492","0.233527985188","0.2833264764752","0.2822219832776","0.2880385767976","0.2280532556656",0.25585623053864,0.113506974407676,0.105199598658624
"90","I-5","0.2530284344436","0.2536206469348","0.2476651518424","0.2618627310964","0.2614940720188","0.2515117710808","0.2642391867416","0.2610908885112","0.2691733358308","0.2497624439772",0.25734486624776,0.0276844561673777,0.0192337353354675
"36","E-1","0.2502695923952","0.2488244100612","0.2470777006308","0.2676544258036","0.2659745185688","0.2486402660268","0.2699509908872","0.2686772764536","0.2776964179352","0.2454375531724",0.25902031519348,0.0463969377514512,0.0381646906959283
"31","D-5","0.2578398208432","0.2596216112168","0.2529754832432","0.2649778240392","0.2659706641996","0.2609963224904","0.2649559551316","0.2645305729308","0.2707753312176","0.2601234624536",0.2622767047766,0.0190617322267452,0.00995824145096367
"94","I-9","0.2564055420456","0.2566967015072","0.2432832699636","0.2705384627104","0.2698583623568","0.2562227171536","0.2716675661584","0.2757363990564","0.2756700709276","0.2505980794644",0.2626677171344,0.043450939136583,0.0286492192285948
"18","C-5","0.2533442247672","0.2521731973248","0.2518522953244","0.2728016988368","0.2718252448984","0.2568186191212","0.2754348307368","0.2728042752868","0.2814620541972","0.2510484429244",0.2639564883418,0.0450423127521897,0.0387185505419526
"37","E-10","0.2567744896856","0.2523139539412","0.2456063621764","0.2750672846856","0.279057566776","0.2552107288168","0.27736566359","0.2753770976452","0.2838582969784","0.2519714303724",0.26526028746676,0.0530885794811359,0.0449708897876633
"4","A-2","0.2375727437372","0.2584390412784","0.2529253146088","0.2909339088612","0.277367003344","0.231503926068","0.283824514566","0.2834386241908","0.2950160568528","0.2537437187984",0.26647648523056,0.0847363643822829,0.0569948268088806
"7","A-5","0.2464010836376","0.2582441379888","0.2573441943096","0.2837929994296","0.285008857102","0.2260164791884","0.2831951805832","0.2809866270316","0.2895443572356","0.2583817410304",0.26689156575368,0.078201439976589,0.0481776633968356
"120","L-8","0.2645540907664","0.2597802380904","0.2642583143064","0.2807285904112","0.284042894468","0.2477509991564","0.2834165903904","0.280952288106","0.2824913975012","0.2525838010084",0.27005592042048,0.0513936148294696,0.0390545376530791
"109","K-5","0.2672224685024","0.2662991100456","0.2641358607908","0.2741756474812","0.2768631940052","0.2707289757292","0.2775641326864","0.2777948177136","0.2812602872448","0.2734469655864",0.27294914597856,0.0208163645057623,0.0170302606485818
"20","C-7","0.2554730732616","0.2611064708808","0.2543911085428","0.284722768094","0.2860505055312","0.265864081616","0.2850405783544","0.285409546606","0.2922146518504","0.266120180746",0.27363929654832,0.0526068240203583,0.042039585420591
"67","G-5","0.268381273266","0.2638199055744","0.2590751564776","0.285258154404","0.2840042889412","0.2652160941352","0.284873748064","0.285879388028","0.28648990362","0.2629247437864",0.27459226562968,0.0419892761634431,0.0382157567894935
"68","G-6","0.2703805366312","0.2676348653952","0.2657168323456","0.2816296677284","0.280135759572","0.2684620089032","0.2824492261676","0.2827970056944","0.2841609783244","0.2684741697472",0.27518410505092,0.0275500799702901,0.025020978036875
"118","L-4","0.265807605832","0.274304737932","0.2723737195744","0.2777837080612","0.2793569914892","0.2750765186824","0.2819486734616","0.2785050110032","0.2813302636268","0.2699910598376",0.27564782895004,0.0187399458137533,0.0113904290658413
"92","I-7","0.2719553865408","0.2715871603068","0.2671925610708","0.2819373576932","0.2830264540256","0.2647625358772","0.2839576861136","0.2841700268168","0.2907592667744","0.2595719990956",0.27589204343148,0.0370817589331446,0.0279587271460844
"110","K-6","0.2790133136708","0.2688933272448","0.2709846626272","0.2804722233304","0.2809991588844","0.2775917316188","0.2827209901136","0.2818133170844","0.2822681120384","0.2777498432024",0.27825066798152,0.0170652387359113,0.00711413819109756
"69","G-7","0.2727312896112","0.2554818744148","0.251554890548","0.3027912882744","0.303537345748","0.2479895372032","0.3032306657516","0.3034681113836","0.3040212236696","0.245736854216",0.27905430808204,0.0955135885143962,0.091505595148576
"76","H-3","0.2724959875856","0.26867684361","0.2661389785252","0.2902502427008","0.2896807235812","0.2740422079828","0.2922731681828","0.2913725237092","0.295168726974","0.2714235248144",0.2811522927666,0.0407484128539233,0.0344720655647447
"88","I-3","0.2806721146272","0.2768346469392","0.2774905286628","0.284481612374","0.2830106037052","0.28491157035","0.2834264839584","0.2852463439572","0.2855480771696","0.278520016248",0.28201419979916,0.0119202005076476,0.0101905054304558
"116","L-2","0.2694036704608","0.2800736980444","0.2805989846704","0.2903677494324","0.2930948290052","0.2791338090844","0.2859312674252","0.2902513763388","0.2934063115044","0.279793297838",0.2842054993804,0.0271420690209175,0.0183711338726731
"75","H-2","0.2770600347852","0.2722775664604","0.2699832686528","0.2953901367812","0.2937812365084","0.2768533004372","0.2974276964992","0.2966602235732","0.2985714341832","0.2733433716848",0.28513482695656,0.042346389495679,0.0387719260710487
"87","I-2","0.2796475944376","0.2799271495684","0.278708715446","0.2893847410052","0.2929172600712","0.2857032000712","0.2878057893872","0.2869051449136","0.2938035588712","0.2806041169588",0.28554072707304,0.0195955903799669,0.0156278761368965
"46","E-7","0.2789909500848","0.2833414611084","0.2760886100772","0.2970380135896","0.297128787076","0.2830678421184","0.2961480459248","0.2954948437092","0.2990479125404","0.280196976024",0.28865434422528,0.0313139788078629,0.0275229315247781
"89","I-4","0.2861163802048","0.2858878593956","0.2812927092916","0.296120776778","0.2948243277496","0.289326884244","0.2952122380616","0.2972788601356","0.2974819050072","0.2870822397808",0.29106241806488,0.0199136443268007,0.0163774540894597
