Image,Name,Centroid X µm,Centroid Y µm
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,A-4,8789.6,1797.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,A-5,10281.3,1702.2
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,A-6,11586.3,1498.2
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,A-7,13109.5,1298.5
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,A-8,14582.8,1373.4
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,A-9,16031.1,1373.4
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,A-10,17903.8,1523.2
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,B-1,4778,3810
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,B-2,6042.9,3495.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,B-3,7591,3421
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,B-4,9014.3,3196.2
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,B-5,10326.1,3172.7
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,B-6,11736.1,3096.3
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,B-7,13209.4,2871.6
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,B-8,14732.6,2896.6
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,B-9,16198.4,2846.4
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,B-10,17562.4,2991.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,C-1,4794.3,5069
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,C-2,6067.8,5119
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,C-3,7491.1,4869.2
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,C-4,9035.8,4737.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,C-5,10487.6,4569.6
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,C-6,11880.8,4594.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,C-7,13359.2,4344.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,C-8,14907.4,4369.8
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,C-9,16480.5,4394.8
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,C-10,18003.7,4344.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,D-1,4741.2,6595.4
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,D-2,6114.7,6429.8
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,D-3,7566.1,6317.5
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,D-4,9064.3,6292.6
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,D-5,10562.5,6092.8
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,D-6,11985.8,6142.7
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,D-7,13459.1,5843.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,D-8,14957.3,5868.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,D-9,16530.5,5743.2
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,D-10,17978.8,5818.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,E-1,4869.2,8165.4
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,E-2,6317.5,7940.6
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,E-3,7765.8,7865.7
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,E-4,9264.1,7690.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,E-5,10762.3,7665.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,E-6,12135.7,7591
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,E-7,13559,7466.2
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,E-8,15107.1,7341.3
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,E-9,16580.4,7391.3
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,E-10,18053.7,7216.5
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,F-1,4919.2,9538.7
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,F-2,6349.3,9510.5
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,F-3,7815.8,9289
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,F-4,9363.9,9264.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,F-5,10837.2,9089.3
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,F-6,12210.6,9114.2
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,F-7,13683.8,8914.5
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,F-8,15213.1,8911.5
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,F-9,16705.3,8814.6
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,F-10,18078.6,8789.6
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,G-1,5044,11111.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,G-2,6492.3,10887.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,G-3,8015.5,10937.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,G-4,9538.7,10712.3
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,G-5,11018.2,10634.4
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,G-6,12335.4,10537.5
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,G-7,13883.6,10512.6
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,G-8,15356.9,10339.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,G-9,16680.3,10387.7
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,G-10,18228.5,10138
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,H-1,5168.9,12485.2
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,H-2,6642.2,12460.3
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,H-3,8140.4,12210.6
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,H-4,9638.6,12310.5
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,H-5,11086.9,11935.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,H-6,12485.2,12110.7
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,H-7,13883.6,11910.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,H-8,15356.9,11886
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,H-9,16880.1,11711.2
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,H-10,18344.1,11719
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,I-1,5468.5,14008.4
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,I-2,6916.8,13833.7
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,I-3,8415.1,13858.6
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,I-4,9888.3,13683.8
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,I-5,11336.6,13658.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,I-6,12648.3,13485.4
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,I-7,14075.5,13469.6
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,I-8,15481.7,13284.3
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,I-9,16930,13309.3
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,I-10,18403.3,13084.5
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,J-1,5518.5,15406.8
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,J-2,6991.7,15406.8
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,J-3,8514.9,15257
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,J-4,9963.2,15232
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,J-5,11411.5,15082.2
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,J-6,12560.2,15157.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,J-7,13958.5,14857.4
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,J-8,15456.7,14807.5
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,J-9,16894.5,14672.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,J-10,18482.1,14662.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,K-1,5743.2,16855.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,K-2,7116.6,16930
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,K-3,8614.8,16705.3
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,K-4,10063.1,16655.3
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,K-5,11536.4,16530.5
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,K-6,12909.7,16555.4
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,K-7,14358,16355.7
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,K-8,15806.3,16305.7
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,K-9,17154.7,16081
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,K-10,18453.2,15981.1
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,L-1,5903.5,18445.6
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,L-2,7291.4,18328.3
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,L-3,8793.7,18321.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,L-4,10191.2,18094.8
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,L-5,11519.8,18161.9
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,L-6,12934.7,17978.8
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,L-7,14358,17953.8
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,L-8,15806.3,17729
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,L-9,16979.9,17903.8
TMA_963_55_P63_-_2016-10-25_11.41.35.ndpi,L-10,18553.1,17529.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,A-1,4070.2,1023.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,A-2,5567.1,769.33
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,A-3,6866.9,1073.7
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,A-4,8390.1,824.03
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,A-5,9869.9,875.45
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,A-6,11243.6,723.1
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,A-7,12759.9,649.23
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,A-8,14258.1,824.03
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,A-9,15706.4,898.94
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,A-10,17029.9,674.2
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,B-1,4189.4,2593.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,B-2,5517.4,2383.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,B-3,7015.4,2426.9
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,B-4,8490,2222.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,B-5,9838.4,2297.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,B-6,11236.7,2297.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,B-7,12734.9,2172.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,B-8,14258.1,2322.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,B-9,15734.4,2411.7
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,B-10,17071.2,2656.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,C-1,3945.3,3895.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,C-2,5418.6,3945.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,C-3,6866.9,3770.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,C-4,8415.1,3770.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,C-5,9863.3,3695.6
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,C-6,11286.7,3820.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,C-7,12784.9,3670.7
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,C-8,14308.1,3770.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,C-9,15756.4,3920.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,C-10,17185.8,4048.6
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,D-1,3945.3,5343.7
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,D-2,5314.9,5269.9
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,D-3,6816.9,5243.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,D-4,8315.2,5293.7
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,D-5,9838.4,5218.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,D-6,11261.7,5393.6
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,D-7,12734.9,5218.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,D-8,14261.9,5519.9
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,D-9,15881.2,5268.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,D-10,17306.2,5423.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,E-1,3959.9,6932.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,E-2,5443.6,6792
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,E-3,6945.6,6848.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,E-4,8415.1,6742
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,E-5,9913.3,6816.9
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,E-6,11336.6,6822.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,E-7,12794.5,6741.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,E-8,14344.4,6883.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,E-9,15781.3,6966.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,E-10,17254.6,6866.9
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,F-1,3945.3,8315.2
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,F-2,5493.5,8390.1
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,F-3,6866.9,8265.2
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,F-4,8415.1,8340.1
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,F-5,9888.3,8240.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,F-6,11286.7,8390.1
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,F-7,12781.5,8302.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,F-8,14276.3,8426.6
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,F-9,15806.3,8365.1
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,F-10,17204.7,8415.1
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,G-1,3970.3,9863.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,G-2,5418.6,9788.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,G-3,6956.5,9848.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,G-4,8514.9,9788.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,G-5,10013.2,9838.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,G-6,11411.5,9688.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,G-7,12826.7,9904.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,G-8,14358,9813.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,G-9,15788.5,9923.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,G-10,17229.6,9763.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,H-1,3995.3,11261.7
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,H-2,5493.5,11361.6
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,H-3,7013.5,11229.7
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,H-4,8514.9,11386.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,H-5,9981.4,11149.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,H-6,11386.5,11386.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,H-7,12784.9,11286.7
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,H-8,14233.2,11336.6
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,H-9,15756.4,11261.7
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,H-10,17229.6,11361.6
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,I-1,4220,12809.9
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,I-2,5668.3,12759.9
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,I-3,7166.5,12884.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,I-4,8639.8,12809.9
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,I-5,10138,12859.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,I-6,11486.4,12759.9
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,I-7,12868.8,12894.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,I-8,14258.1,12734.9
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,I-9,15706.4,12859.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,I-10,17204.7,12685
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,J-1,4163.6,14238.9
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,J-2,5643.3,14333.1
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,J-3,7174.4,14281
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,J-4,8639.8,14383
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,J-5,10088.1,14333.1
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,J-6,11461.5,14258.1
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,J-7,12854,14276.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,J-8,14281.8,14155.7
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,J-9,15597.6,14214.6
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,J-10,17157.3,14288.2
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,K-1,4270,15681.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,K-2,5643.3,15856.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,K-3,7191.5,15731.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,K-4,8614.8,15831.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,K-5,10163,15756.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,K-6,11536.4,15856.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,K-7,12984.7,15731.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,K-8,14408,15756.4
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,K-9,15781.3,15606.6
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,K-10,17079.8,15581.6
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,L-1,4307.1,17297
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,L-2,5735.3,17283.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,L-3,7241.4,17412.1
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,L-4,8689.7,17254.6
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,L-5,10065.8,17439.3
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,L-6,11486.4,17304.5
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,L-7,12933.7,17370.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,L-8,14383,17204.7
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,L-9,15881.2,17104.8
TMA_963_117_CK20_-_2016-10-25_11.36.06.ndpi,L-10,17129.8,17079.8
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,A-1,3301.9,1273.5
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,A-2,5214.3,1047.2
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,A-3,6617.2,1123.7
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,A-4,8173.5,858.83
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,A-5,9725.5,1139.8
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,A-6,11031.5,1052
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,A-7,12535.2,1023.8
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,A-8,13983.5,1273.5
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,A-9,15232,1323.4
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,A-10,16730.2,1698
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,B-1,3883.4,2754.9
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,B-2,5044.1,2566.5
TMA_963_133_P53_-_2016-10-25_11.32.36.ndpi,B-3,6642.2,2596.9
